user,text,latitude,longitude
annisekarp,? (with Kiki at RS Panti Rapih) ? https://t.co/gjpzWpw1Pa,-7.77732,110.37775
_itasarii,At Terminal Tas ? https://t.co/HjEDBYvnYB,-7.75975,110.36245
arabe_six,"hari terakhir di Jogja..

masih betah ??? (with Dewi A Nurfadilah, Ilhami, and Indah ? at @gudegyudjum) [vid] ? https://t.co/7gBGI759Vb",-7.78176,110.37915
dentakaryo,"Anniversary 1st s440dara POLDA DIY
#blur #noise #yowisben #singpentingtampil #singpentingyakin? https://t.co/oUQtW6GtUd",-7.78380722,110.41953336
bambangsoetono,...a beautiful day... #yogyakarta #visityogyakarta #indonesia #visitindonesia #instaphotography? https://t.co/7yhw5xvE0R,-7.80138889,110.36444444
safiradaliw,With Sheisa at @canting_jogja ? https://t.co/OTZxZevdwR,-7.78193,110.37906
maxstc,Stok antrian pelanggan aman #happy Sunday #maxstc #maxstcjogja #maxstctajem01 #maxstctajem02? https://t.co/ZlISJvAMAj,-7.752632,110.4109
extachima,"Pulang ke kota mu, ada setangkup haru dalam rindu. Terhanyut aku dalam nostalgi, Nikmati bersama? https://t.co/eetAUoRTzZ",-7.79905221,110.36517004
kenanga_sukma,Lunch? (at Wakoel Steak &amp; Ayam Goreng) ? https://t.co/oarCLP4DsK,-7.7315,110.33237
sandranayla,? (at Adelia kost putri) ? https://t.co/xAh969KdJz,-7.76552,110.40107
smamuh5yk,Band Mu Five hari ini (5/3) tampil dalam acara Festival Anak Jogja 2017 yang diselenggarakan? https://t.co/g7s4UYA9Ma,-7.7996,110.3832
willmen46,"Tempat yang sama dengan rute yang berbeda..
Karena hidup banyak? https://t.co/AGd1eTgkxA",-7.78287169,110.35811922
aprilresty16,Sandalan wani (at @jogjacitymall) ? https://t.co/OvfzXxoIMH,-7.74943,110.36624
indah_six,"Last day at yogya ,
Sampai bertemu lagi yogya ??? (w/ Dewi A Nurfadilah, Ilhami, &amp; abe? at @gudegyudjum) [vid] ? https://t.co/5QisAqhZtv",-7.78174,110.37886
KakakAwink,Legend (at Waroeng Mie Lethek Bantul 'Mbah Mendes') ? https://t.co/0gauc4LDTf,-7.76591,110.43306
feri_wibowo93,Touchdown.. (at Es Bang Joe - The Real Milkshake) ? https://t.co/2DXiW6hSbi,-7.74859,110.37315
untaridayu,At @jog_ap1 [pic] ? https://t.co/YdVkfJbTPP,-7.78901,110.43986
Oktha_vianie2,Happy sunday ? (at @gkigejayan) ? https://t.co/LC1J0PVv4D,-7.764,110.39764
untaridayu,At @jog_ap1 ? https://t.co/uDrma8Spsi,-7.78901,110.43986
Vellanisuci,"Moning sunday 5 march, berantem ny libur ni. Jadwal Wajib ribut? https://t.co/pUeekt9yCk",-7.79083,110.38666
chubyysri21,"Nonton yg bening"" maen futsal siapa tau kan yaa hahahahh?? (with Ishlah and Annisa Julia at @gor_uny) ? https://t.co/sVdSFHapfE",-7.77629,110.38374
gnaka,"boro boro mau ikutan 10k, segini aja dah ngos ngosan #laridarikenyataan? (at @ugmyogyakarta) [pic] ? https://t.co/q3SHqis9kC",-7.76139,110.33781
kliksbeauty,"Persoalan kulit wajah seperti komedo, jerawat, kulit berminyak dan? https://t.co/XshFAcDqNK",-7.79057264,110.35488725
dinazalea,BRI on vacation ?? (with Mala and Indira at Omah Kecebong Guest House) [pic] ? https://t.co/Iv5qjco3Ae,-7.73799,110.32858
MrCakraization,"DAY 4 - ""Kasur Musibah Desaku"" behind the scenes. ?? @ Sayegan, Sleman https://t.co/CWXSXa91su",-7.72232154,110.30810163
rorganic_,Enaq tur gratis deeekkk????????????? (at @jogjastudent) ? https://t.co/KN8JCtZCwZ,-7.77721,110.38847
azzahranr_,"I was smiling yesterday. I'm smiling today,  and I will smile? https://t.co/wJrPNEh91W",-7.75070667,110.316545
JojoVerren,Watching Pete's Dragon (at Student Center Joy Fellowship Indonesia) ? https://t.co/e6sxUYt2O2,-7.76322,110.41231
vaniprasmara,Qtime ????? (at @plazaambarrukmo) ? https://t.co/XShb0zyLne,-7.78317,110.40299
rdidassler,"With Yemima, Bayu, and 3 others at @mr_huuhhaah ? https://t.co/CyL4CAcAlR",-7.75597,110.37673
dhessisetyo22,"membuat janji sama halnya membuat kopi, jangan terlalu manis. agar? https://t.co/1XClNnVijC",-7.78659,110.36656
suryanugrahadi,"""Leibe und Arbeit; Love and work are the cornerstones of our? https://t.co/QV5pPhRRsP",-7.77101464,110.37918806
Nico_Kopzzz,"Happy sunday... ???
Heloo broo... ketemu lagi... ??? (with Agaton at Gii Hok Im Tong Jogja) [pic] ? https://t.co/EFq303nZXB",-7.75906,110.39559
rmdhnr,At Masjid Syuhada ? https://t.co/OVW96rWyh5,-7.78617,110.36896
Muhammadjunet,? (at @jog_ap1) ? https://t.co/PdrfRbmVuG,-7.78588,110.43723
fideladella,? (at Pempek Ny. Kamto) ? https://t.co/Z5LudAhLnD,-7.7977,110.36706
bellapranata,Liburan super singkat???????? (with almirasaras and Salsabilla at Yogyakarta) [pic] ? https://t.co/i9ErPxTJLW,-7.78179,110.4502
yandabattista,"Family time ??
Happy Sunday! (with Niki and Flavia at Ayam Goreng Bu Saring) [pic] ? https://t.co/c5yF8YQPw7",-7.78514,110.39976
luluhamida,".
BUKU raganing ILMU
JODOH sigaraning NYOWOKU
.
.
Ngayogbook 2017, Toga Mas, Jl. Affandi? https://t.co/jtl1glPXd8",-7.75916587,110.39590052
Naritarnf,"Gendut yuk gendut (with Talitha, faturrachman, and 3 others at Tengkleng Gajah) ? https://t.co/O77pUE1oM8",-7.72992,110.40576
RizchaYulicha,Weekend tetap kerja.  Semangaattt ?? (with Zain at @jog_ap1) ? https://t.co/8FVfffh3o4,-7.78588,110.43757
yudiwahyudiIW,With Indah  at @kai121 ? https://t.co/8tyPvojq8j,-7.79092,110.37604
adeliadss,Back agn???? (at @hartonomall_yk) ? https://t.co/uzqO37H3fL,-7.76029,110.39889
NopitaTarigan,Baper baper lah situ ???.  Nntn sendiri dulu... Yang penting mggu? (w/ Julius at Cinemaxx Lippo Plaza Jogja) ? https://t.co/GczSDnDqMz,-7.79457,110.38721
refikaramadanti,Nonton ini aja keponakan yg mulai remaja...biar inget wktu aku muda... (at @plazaambarrukmo) ? https://t.co/Jf7HBIFcTW,-7.78157,110.40131
BelvaCallistaa,? (with Andra at Dunkin Donuts) ? https://t.co/ktaJIaEFTi,-7.78313,110.37481
diandrarizkaa,Harus bener (at Malioboro) ? https://t.co/lplBseS4IU,-7.79433,110.36571
normalita04,"Ini kata Rumi. Jangan bicara sebelum yakin. Apa benar, apa perlu, dan apakah ada kebaikan di? https://t.co/mz4bO6Sv3B",-7.786044,110.393411
mechaamalia,"First day MPASI.. ?
Menu : Bubur beras putih + fresh ASIP..
?
Berhubung gak telaten kayak? https://t.co/7jmiUAucUM",-7.80138889,110.36444444
EciEkky,"Better place, you and milktea ? (at @chachamilktea) [pic] ? https://t.co/EkMLVeR92A",-7.77215,110.40867
alfiralara21,"Ini bukan ""Pasutri"" tapi ini PASUTRA ( Persatuan anak Sumatera)? https://t.co/E1TtzVI8bP",-7.80138889,110.36444444
akuuchelseaa,Selamat hari minggu ? GBU! (at @gkigejayan) ? https://t.co/n4EmnRPRO9,-7.76314,110.39498
PB_Signature,"...
Feb 16, 2017 / 2 of 2
.
.
Happy birthday Dewi
Wish you all the best
.
.
Thanks for sharing? https://t.co/pKEC2ptxll",-7.73200347,110.38192653
restuputrategar,?train to Busan~ (with darojatun and Indah at @kai121) ? https://t.co/WEc5IwPRfz,-7.78988,110.36453
cindy_hidayah,"Enjoy it all ? @ Hutan Pinus , imogiri . https://t.co/UdK7ZybIO1",-7.75683611,110.40969708
WPRangga,Sarapan (at Bakso Kota Cak Man) ? https://t.co/iiv969YQcl,-7.75376,110.36053
7U54N,Lengang siang ini dipersembahkan oleh (with You at Amarta Ballroom Hotel Melia Purosani) [pic] ? https://t.co/7QzQxUF7J5,-7.79589,110.36936
ImYudhistira,"[1/3] Champs!!! Yogyakarta Bowl season 4.
.
.
.
Tiga kali juara season, tapi belum pernah? https://t.co/HgQmsaAWyo",-7.77323073,110.35788847
sofian_dm,"Pergunjingan
.
.
.
.
.
#Friend #Dentist #Dentistry #Smile? (w/ Trislania., Esti, &amp; Trislania at @rsgm_umy) [pic] ? https://t.co/vA8DYQNJQf",-7.79282,110.35027
raramirahnt92,Alhamdulillah rezeki Awal Maret yg ke 2 ? terimakasih @BDMTrans7 @TRANS7 sukses terus ya ??????? https://t.co/vVz07F3ucf,-7.80138889,110.36444444
raramirahnt92,Alhamdulillah rezeki Awal Maret yg ke 2 ? terimakasih @BDMTrans7 @TRANS7 sukses terus ya ??????? https://t.co/vVz07F3ucf,-7.80138889,110.36444444
Romik515,"Sun(bathing)Day??
#happysunday #sunnyday #sundays #? @ Grha Sabha Pramana https://t.co/0azQVHS7o5",-7.77052514,110.37756146
kiraananindya,? (with diptya at Il Tempo Del Gelato) ? https://t.co/wMWK0LWwI0,-7.75872,110.39421
lindavita93,Just posted a photo @ Taman Sari - Water Castel https://t.co/tdYfwfXo1P,-7.81021626,110.35969689
yuliwdyngsh,Klenger2 amat?? (at Bakso Klenger) ? https://t.co/jHCLRbu0rJ,-7.77818,110.39877
NeryUtami,"Minggu minggu nugas? (with Fauziyati, leta, and varasls at Jalan Wonosari) ? https://t.co/aMh5MhFbKE",-7.81205,110.40926
mad_kuman,"-Explore
#explorejogja #gopro #goprohero4silver #goprophotography @ Yogyakarta https://t.co/FeVhBM7qKP",-7.80138889,110.36444444
mexcmex,Nnton karo ketip ketip ngantuk ?? (at @gor_uny) [pic] ? https://t.co/04nr390sz0,-7.77629,110.38384
AliYMuhammad,Weekend..??? (with Vina Faustina and nadha at Grand Zuri Hotel Malioboro) [pic] ? https://t.co/YfxzFIpafV,-7.76393,110.39437
Arika_F,Panas lo nas?? (with Dydin at PREKSU (Ayam Geprek dan Susu)) ? https://t.co/nGhECbwTrU,-7.7762,110.38418
RayyYonathan,"Lmyn lah... (with Criselda, Laura Sintya, and 5 others at Qua-li Hartono Mall) [pic] ? https://t.co/3hRSin06JO",-7.7602,110.39898
rizkyamalia2809,????? (with Faisal and Luthfian at Yogyakarta) ? https://t.co/TpO6ZCOu4O,-7.76478,110.36909
LinooLina,??? (with Firda at @ayamgobyoss) ? https://t.co/L7JoHrbaLV,-7.81908,110.40118
adeputra1886,Prek mneh... (at Ayam Geprek Bu Rum) ? https://t.co/TgtwKVMgx5,-7.7747,110.39102
Chrisstoos,mana tak koleksi?? ? (at @glzoojogja) ? https://t.co/DW1le5IKud,-7.8051,110.39798
riskiarmdhn,At @yogyatourium ? https://t.co/1cWUgQxnOi,-7.81496,110.40208
Widekawaii,"Tsukaa bgt sama Futu inihh,,,sesi pemotretan di Hammock hutan Pinus!? (w/ Arhemi  at Puncak Becici) [pic] ? https://t.co/MH8FXRdy8o",-7.78628,110.4363
rifqyaniEP,panitia #hpsn2017 ? @ Jln Margo Utomo Kawasan Tugu Jogja https://t.co/OnBn2KGGbg,-7.7864765,110.3665867
Romik515,"Sun(bathing)Day?
#happysunday #sunnyday #? @ Grha Sabha Pramana https://t.co/9d5eRy3wtq",-7.77052514,110.37756146
angeliaghea,??? (with Riny at Tempo Gelato) ? https://t.co/vr3unkcvVd,-7.81931,110.37236
mad_kuman,"Jogja day 1 to 3
#gopro #goprohero4silver #goprophotography #goproquik @ Yogyakarta https://t.co/eLPzgByDUA",-7.80138889,110.36444444
RiyanBR,"Selamat weekend kakak ??? selamat mengeksplore Jogja ???
.
Rental motor Jogja murah | Joyo? https://t.co/EUPwBMYBCe",-7.80138889,110.36444444
fammaale,Laper ya ell (with gabella at @mcdonalds_id) ? https://t.co/me3c47S9Yn,-7.78318,110.41104
_pratiwiintan,Full..panaas..antriii.. demi kamu ini yaa shaay ??kalo ngga mah ogahh? (w/ Riki Rissdian at Bakso Klenger) [pic] ? https://t.co/53hWYGYLHh,-7.77911,110.40003
seliveranika,Diputer-puterin sama parkiran ??? (with Ibu at Pasar Beringharjo) ? https://t.co/9CTARGzLzf,-7.79704,110.36538
fhiefairy,Apa daya sudah sold out ?? (with aby at Annisa Griya Busana Muslim) ? https://t.co/1KTWiTjp1e,-7.78298,110.38202
Ayundariwidyaas,Sorry. (at @jog_ap1) ? https://t.co/lMHZeCMOJ5,-7.80338,110.41849
FransiskaSR,Nyari koleksi bacaan baru ea mb ? (with Rani at Toko Buku Togamas) ? https://t.co/uyynl4R3Q5,-7.78643,110.37501
salmashalihah_,Haunt? (at SMA Negeri 9 Yogyakarta) ? https://t.co/XpP8gyiuWz,-7.78282,110.37448
EllysNrg,"Ngejob. Happy Wedding Arga Jati Kusuma, S.sn &amp; Laura Rengganis,S.Pd ??? (at Balai Desa Bangunjiwo) ? https://t.co/yCaP8zBTAB",-7.83991,110.31331
riorici,"Panasnyoooo-_- (with Willy Tattoo, Tony, and Ricky at Malioboro) ? https://t.co/RnykSkbB82",-7.79403,110.36572
ridho_ckp,Alhamdulillah telah berkumandang Adzan Dhuhur dari Masjid Jami' Karangkajen #Yogya. Mas @DowoBeatdown Shalat dmn? Pernah ke @Karangkajen?,-7.823126,110.371792
budyboogie,"Lampu dalam sangkar
#yamiepanda #lampu #sangkarburung #sangkar #fotoiseng #photografiponselid? https://t.co/Tus4q09KPd",-7.794984,110.3530282
revelationwh,"? (with Muhammad, Dimas, and 6 others at @indomaretpoint) ? https://t.co/KwVj3Y3d7Z",-7.77769,110.38511
arssetiawan,Bukan seberapa hebat kita dapat menjadi penguasa tapi seberapa hebat? https://t.co/QfYz4HOb4r,-7.79441624,110.38340424
febriyrs,karena sing penak disawang urung karuan penak disayang? https://t.co/P5nGkVZzSF,-7.77041,110.38381
Rini_UAD,Alhamdulillah tlh berkumandang Adzan Dhuhur dari Masjid Jami' Karangkajen #Jogjakarta. Mba @ALorantifolia Shalat dmn?Prnh ke @Karangkajen?,-7.823172,110.371945
BellianyMega,"?enjoy stay in here?
.
.
. 
bikin kenang-kenangan buat room attd di? (w/ barkah at Hotel ibis Styles Yogyakarta) ? https://t.co/7WTq8YbLtc",-7.79366,110.36137
DefikaH_,Mumpung free ? (with Meisita at Flaurent Salon and Spa) ? https://t.co/qAOGE9Smgi,-7.76309,110.38173
riiskaayudhiia,HUAHAHAHA !!!!! Pada jamannya yya bang ???? ? Kamu by Killing Me Inside (with Henry at aCadia Copy &amp; Print Shop) ? https://t.co/S95cSXqHcL,-7.76371,110.37948
adeirmakp,bersama murid teladan (at Grhatama Pustaka BPAD DIY) ? https://t.co/0PBoKtBKJs,-7.79866,110.4076
fitrianizar_AH,The secret of happiness is to count your blessings while others are adding up their troubles ???? https://t.co/FwAD16kGGk,-7.83571975,110.40581912
Salsabilamellia,??? (at Swiss House Bakery) ? https://t.co/OIeGwBq4sL,-7.77032,110.39072
anggraeninovit7,Belanja mingguan yuk mbk (with isnar  at Ramai Family Mall) ? https://t.co/DTfe5qeZAM,-7.79688,110.36433
eliza_tamtam,"""Makan siang "" katanya?  ? (with Hari at Waroeng SS) ? https://t.co/acsYh7IDdJ",-7.77839,110.33735
rifqyaniEP,"Hari Peduli Sampah Nasional #hpsn2017 
- lomba insinyur cilik
- lomba poster lingkungan
- lomba? https://t.co/hatIlAZE1e",-7.7864765,110.3665867
AdelheidYCh,Panas? (at @ugmyogyakarta) ? https://t.co/EkEZ0qV6oU,-7.79927,110.3774
ZulfaLova_,Zonk ? (with Devi at Starcross Store) ? https://t.co/1aapWvJDwD,-7.8117,110.37674
putri_budhi,"Kepsyennya ini aja, udah cukup kok @ Yogyakarta https://t.co/o4ZcOfx5gk",-7.80138889,110.36444444
MeisitaArum,Me time? (with Defi Sartika at Flaurent Salon and Spa) ? https://t.co/6cJhhtbDXk,-7.77001,110.38074
Esa_BS,"???? (at Essen Bakery,Cake and Choco Pot) ? https://t.co/hQjyXk5IYY",-7.80573,110.4007
f4u213,Alhamdulillah tlh berkumandang Adzan Dhuhur dari Masjid Jami' Karangkajen #Yogyakarta. Mb @Cynthia_Salman Shalat dmn?Prnh ke @Karangkajen?,-7.82309,110.371816
dioxoid,"soto padang OG
*proudtobeminangboyz
*padangvibes (at Rumah Dek Dio) [pic] ? https://t.co/sdoBRfDgU4",-7.82595,110.37188
RiskaUsna,Tekan kene.. (at Museum Sasmitaloka Panglima Besar (Pangsar) Jenderal Sudirman) ? https://t.co/D4W1nRYtl4,-7.80234,110.37534
ardoartito,"Hippopotamus
#instagram #instadroid #instapic #instagood #instafollow #instalike #animal #zoo? https://t.co/ICWShZT6HE",-7.80550243,110.39665292
themoonwalking,"it's done! Thx God *konjuk* ??

#53
#givebloodgivelife
#BerkahDalem (at Gereja Kristus Raja Baciro) [pic] ? https://t.co/BYwWmDwJo1",-7.79148,110.38975
ryanakba,Makan terus terus makan (with Ayu at The House of Raminten) ? https://t.co/8DqsuO2D0q,-7.78692,110.37522
AndzejsReiters,Yogyakarta girl                           #indonesia #whitesun #aroundtheworld #yogyakartacity @? https://t.co/Uwo89wHFn2,-7.80138889,110.36444444
Nurhanaf_,Kita liat saudara-saudara kita ? (at @glzoojogja) ? https://t.co/IyINLq9PcP,-7.80501,110.40219
LippoPlazaJogja,"Local Trunk Show

5 Mar' 17
UG Floor 
3-5 pm

Mark the date and be the part of our Trunk Show. -? https://t.co/u1W1gXStiK",-7.78339142,110.39069608
kekepramesty,"Halan halan??? (with Rina, elisafebriyanti, and 2 others at Taman Sari Water Castle) ? https://t.co/jEa3Zgnurj",-7.80996,110.35967
BagasZ,"Happy Wedding Risti &amp; Ardian. Samara yah ?
#SpreadTheLove (with Risti and Ardian at Taman PERWACY) [pic] ? https://t.co/0BYsPptjA6",-7.83393,110.40766
tea_bdg,Alhamdulillah telah berkumandang Adzan Dhuhur dari Masjid Jami' Karangkajen #Jogja. Mbak @Qothrunadass Shalat dmn?Pernah ke @Karangkajen?,-7.82309,110.371816
tubagusharyo,Selamat datang di SMOKE FREE KAMPOENG @ Kelurahan Pandeyan https://t.co/hibSjOklub,-7.81545,110.38822
LippoPlazaJogja,"@lippoplazajogja -  Local Trunk Show

Secara umum Trunk Show dikenal sebagai kegiatan fashion? https://t.co/PH03Ustrmd",-7.78339142,110.39069608
LippoPlazaJogja,"@lippoplazajogja -  Local Trunk Show

Secara umum Trunk Show dikenal sebagai kegiatan fashion? https://t.co/fqnW2bXeHU",-7.78339142,110.39069608
firstkeishaa,At Hartono Mall ? https://t.co/9o4zqLVT9x,-7.76024,110.39893
ElfiliaSeptin,Gosongg (with Shandiaapp at popeye cafe and bus transit) ? https://t.co/4e449qAUXm,-7.82012,110.35574
Adjibpr,"...
#kawah #sikidang #dieng #diengpleateu #kawahsikidang? https://t.co/HXuvD182Eg",-7.75979374,110.37410341
aprilianks,? (at Samsung Service Center JogjaTronik Mall) ? https://t.co/Xgs0yF1Uni,-7.80595,110.36965
Rudipurjiyanto,"Arisan Alumni '85 SMP 2 Klaten (with Linna, Adjar, and Benny at Banyumili Resto &amp; Swimming Pool) [pic] ? https://t.co/x7ARvejVZr",-7.77573,110.34713
tubagusharyo,Jemb?tan .... @ Kali Code https://t.co/gYVnIkAnl5,-7.78492523,110.37011711
KaniaIndi,"Jajanan anak hits Jogjes? (with Puspita Sari, Ade, and AnggaswariAyyu at Tempo Gelato) ? https://t.co/SSl5ZewUkK",-7.81936,110.3724
lindavita93,?? @ Taman Sari - Water Castel https://t.co/7WWmx3VsJY,-7.81021626,110.35969689
Salmazzh_,HS17th Ellinaa ???? (with Ellina at Bale Timoho Resto) ? https://t.co/2uyufhNpjn,-7.79571,110.39318
Salmazzh_,HS17th Ellinaa ???? (with Ellina at Bale Timoho Resto) ? https://t.co/2uyufhNpjn,-7.79571,110.39318
inesrmdhni,The start world with start up? (with Salma Mutiara at @thesahidrich) ? https://t.co/4NlNS6CsDd,-7.753,110.36117
dhimsdimas,At @jogjastudent ? https://t.co/N4BRDF37IY,-7.7969,110.35792
FeryNdoet,"Tambah.. es tape juga, tapi yang ini lebih encer dan lebih murah... (at SMK-SMTI YOGYAKARTA) ? https://t.co/LuJbjrKV7X",-7.8019,110.38157
iggkrisna,"Back to the capital city of Indonesia. #huft (with Yusuf, Muhammad, and Gulam at @jog_ap1) ? https://t.co/4hknmuRJSC",-7.78338,110.43514
elisabethselvy_,With Gabriella at @plazaambarrukmo ? https://t.co/x1O4vOt0Fr,-7.78203,110.39884
lindavita93,??#dolanjogja #hijabtraveller #explorejogja @ Taman Sari - Water Castel https://t.co/Wm9YKCzbuq,-7.81021626,110.35969689
mangmulyanto_,Liburan usai mari tidur (at @kai121) ? https://t.co/ygN2l5bQoL,-7.78979,110.36314
vmsabella_,With kanjeng and vian at Soto &amp; Bakso Tarunojoyo ? https://t.co/CZ0ovF1iTI,-7.77614,110.46137
andrydanield,Giant leap ?? (at @gkigejayan) ? https://t.co/AjXbCiNJAY,-7.76309,110.39505
indadolken,Nurutin bos bos ku ? (at @hartonomall_yk) ? https://t.co/uTqb3vuCBO,-7.75979,110.39921
deFranz,Obat kangen ? (with Rahayu at @nikkou_ramen) ? https://t.co/vVc53zCmQf,-7.77281,110.36822
Pancasigit5,Akhirnya kesampaian juga selfie sama Raja Salman ? #rajasalman (with rajasalman at Jakarta) [pic] ? https://t.co/5FjPmreBHt,-7.77813,110.37389
sheska_siska,Awalnya pingin soto tapi apalah daya warungnya tutup? (w/ endah at Spesial Ayam Geprek Kuah Tongseng Bu Made) ? https://t.co/lUQv7ZsCJT,-7.77645,110.39535
oktavia_julia,? (with Nadya and Nessia at Lesehan Aldan) ? https://t.co/4vHl2gZUps,-7.77231,110.39378
mutiarahm_,At Balai Diklat PU Wilayah III Yogyakarta ? https://t.co/TaCiqAxHhw,-7.81951,110.39502
muktikoe,"SABTU-MINGGU, WAKTUNYA BERSAMA KELUARGA

Setiap akhir pekan waktu Anda malah semakin sibuk??

Si? https://t.co/c6aUPeBjvW",-7.80157,110.3723
elvananovita,"Niat ingsun buat belajar dan nyicil tugas resume, tapi hasilnya ENTAH? (w/ Hendra at Foodcourt - Hartono Mall) ? https://t.co/gS56kDRz73",-7.75924,110.39977
afiffadhyla19,"sabar antri yoo..
mating season. ??
#turtle @ Gembira Loka Zoo Yogyakarta https://t.co/5v9B3gRjRE",-7.80550243,110.39665292
Tiaraa_P,Nyaww ?? (with Ayuk at @jogjatronik) ? https://t.co/XT5WpMMjpG,-7.80596,110.36956
Ecqi,Gado gado gula (with arianadinyati at Lotek &amp; Gado Gado Teteg) ? https://t.co/Tr7ncWAmTj,-7.78999,110.37968
muh_annaswt,Belanjaaa geh (at Pasar Beringharjo) ? https://t.co/Q1VWz20a7I,-7.79882,110.36602
rnoldmax,"? (at @GKIGejayan in Sleman, DI Yogyakarta) https://t.co/Ev2IGfkjDc",-7.76336496,110.39498364
afudms,"Alamak, ora ngerti porsineee akeh tenan. (at Bakso Klenger) ? https://t.co/gENvfgw09l",-7.77911,110.4
pratamapuziy,"jangan lupa cintai budaya dan jugak aku ya, loh? ahahha ?? @ Kraton? https://t.co/vchIwXAsrK",-7.805689,110.36406
afiefthoha,? (at Mal Malioboro) [pic] ? https://t.co/AfCsiF36ei,-7.793,110.36607
nisamagnolia,Happy Wedding Bu Ria &amp; Pak Ara?? (with Afryand at Pendopo Djowitan) ? https://t.co/pQXymkflZN,-7.80719,110.34858
MochammadFebri,"With Nurmalita, heru kurniawan, and 2 others at Saoto Bathok Mbah Katro [pic] ? https://t.co/LS3dBy0oiM",-7.76105,110.4471
CozmasAdrianHS,Keraguan diantara dua pilihan yaitu tetap bertahan dengan perasaan? https://t.co/geQNB9HOne,-7.75683611,110.40969708
rikaprimasiwi11,Hss cabe ?? (with Ellina at Bale Timoho Resto) ? https://t.co/PUXybeiIUS,-7.79572,110.39335
afiefthoha,At Mal Malioboro ? https://t.co/EXhwBDPnXQ,-7.79303,110.36601
nunung_07,Happy sunday? (at Singgah Coffee Shop) ? https://t.co/kEapT163iX,-7.77847,110.41664
dickynovianto,Bismillah (at @jogjaintlhosp) ? https://t.co/R1M89y6YM3,-7.75777,110.40405
EstiiiFP,Makan pagi? (at Sandra Boutique Yogyakarta ) ? https://t.co/KVV4uy3O1X,-7.76265,110.37957
mbareambar,Watching A Monster Calls (at Lily Kasoem) ? https://t.co/th9r1tDHxI,-7.75988,110.39907
cahyawu,"Cari pasangan yg ngajak sehat, sebelum ngajak nikah #eh ? (with Dimas at @20_fit) ? https://t.co/GMN86tSS2Q",-7.77986,110.37564
RintoFR,John Legend emang juarak kalo bikin melting @ Adisutjipto International Airport https://t.co/ToWTMtZnXb,-7.78805556,110.43166667
RayyYonathan,Lunch...!!! (with susy at Qua-li Hartono Mall) [pic] ? https://t.co/gOkOR9VfXy,-7.7602,110.39898
lulukisnainii_,Q-time sama Mama ? (at Siomay dan Pempek Ulu Bundar) ? https://t.co/ZeyvnqlK7Z,-7.77607,110.3749
Khokodhewa,Ngadem (with Khoirul at @plazaambarrukmo) ? https://t.co/ofKpSSljf6,-7.7821,110.40131
DinaThawil_,ltpst (at modiz fashion ) [pic] ? https://t.co/o1mvQsgTrF,-7.81552,110.36491
pratamapuziy,recomended! ? @ Tjokro Style Yogyakarta https://t.co/2oGGbzxJDI,-7.8173853,110.3864996
divagathaz,Rabbit contest ? (with Bisma at @jogjastudent) [pic] ? https://t.co/weEtH9dJUU,-7.78029,110.39479
rnthmhrn,With Ibu at Soto Sapi Monjali cb. Gamping ? https://t.co/UGXWqY9eJI,-7.79445,110.32272
ady_wibowo02,"Whahaha gemuk semua deh sekarang ????? @ Hutan Pinus Kragilan , Magelang https://t.co/bXp7KyoTsE",-7.83571975,110.40581912
mochaachinno,nggembel demi si pak oyotdh. (at Grhatama Pustaka BPAD DIY) ? https://t.co/eejmAnumSI,-7.7993,110.40688
annisa22cha,"Nyegarin hati dlu, eh nyegarin mulut.. ?
.
.
Today.. 
Shaba - UGM - Ortindo -? (w/ Arizka at @bowllingid) ? https://t.co/C1pFhZthpm",-7.76038,110.39431
Erlindapus,Pondasi. (with Farida at Saoto Bathok Mbah Katro) [pic] ? https://t.co/UVcMfksEET,-7.76106,110.44718
jihannitaa_,"Halat (at Soto Ayam ""Bu Pudjo"") ? https://t.co/Mz0EppdJCo",-7.79201,110.34764
DinaThawil_,At Balai Laboratorium Kesehatan Yogyakarta ? https://t.co/J4r8kKHtsD,-7.81578,110.36527
rereoksa,?? (with YuniaFaa at @mcdonalds_id) ? https://t.co/GlsJMd4L9F,-7.78295,110.40697
mai_caca,I'm at Terminal B Adisutjipto International Airpot (JOG) https://t.co/vOIjwW1iLT,-7.7859635,110.43432869
ajiiriana,London love story 2 ? (at @cinemaxxtheater) ? https://t.co/OZkoIc9MoH,-7.78425,110.39077
indra_singo,"monggo dilarisi.....

#kamarbelanja
#flohmarktfest (at @lippoplazajogja) [pic] ? https://t.co/IqTSI2bPhR",-7.78319,110.38841
AgungCahyo30,Program menaikan berat badan ?? (at @gastia) ? https://t.co/nA6tvCctlt,-7.78961,110.35689
NovalBopaal,"Logistik. (with Umam, Saputra, and Ratu at RM. Gudeg Sagan) ? https://t.co/HSCOVfVXNd",-7.77795,110.37989
MaghrisaNur,"Hss jombliss ??? (with anisarta, Salma, and 2 others at Bale Timoho Resto) ? https://t.co/I3osZ86C8e",-7.79536,110.39305
entashiaku,"Spend lazy weekend always with little date ???
...
Abaikan gaya gue dipoto ?, tadi nya mau poto? https://t.co/Uk4NqiHag4",-7.80138889,110.36444444
ardoartito,"Ono opo iki, kok rame men?? (@ Kebun Binatang Gembira Loka - @glzoojogja in Yogyakarta, Daerah Istimewa Yogyakarta) https://t.co/4obslbDUnc",-7.80440395,110.39778812
