user,text,sentiment,latitude,longitude
arifmoulana15,"Bukan lagi demo tapi lagi malam penutupan temilnas di jogja hehe
.
.
.
.
.
.
.
#temilnasxv? https://t.co/JrCQzsElN4",neutral,-7.81467808,110.32373326
ikhwan_romadhan,Sendiri di sini (at @hotelneoawana) ? https://t.co/BPNdFEn2BS,neutral,-7.8153,110.36567
sellyvyol,Jangan cemberut walaupun ini rabu *RasanyaAkuButuhUang* ? (at Kandang Sapi) ? https://t.co/d0MgLN4JvR,positive,-7.77444,110.41371
kamerambantul,"update hari ini, upload satu satu nggih.. yang mau jual kamera atau lensanya monggo SMS/WA? https://t.co/lEoqnFJJUF",neutral,-7.88803,110.33134
mutyprawhita,"?? mbaksaoooo (with Bapak at Bakso dan Mie Ayam Joss ""Uto"" Asli Wonogiri) ? https://t.co/32fE254O03",positive,-7.81229,110.32221
dharmawan_angga,"Persiapan prosesi siraman adat Yogyakarta
.
.
.

#sematawayangphotograph
#sematawayangvidio? https://t.co/nr6Mnpaylb",neutral,-7.80138889,110.36444444
OxkySW,"Watching The Fate of the Furious (with Aswin, Maya Sylvia, and Bima at @cgvblitz) ? https://t.co/h3IBMrB5bU",negative,-7.77695,110.39497
valerimagdalena,"You love my dress, but I won't need it? ? Track 5 by @BrunoMars (w/ Jeffry at Kuantan Regency Sorogenen) ? https://t.co/gIpu7PzTG3",negative,-7.8198,110.38519
vikaa_pika,"Makasih mas Jat buat tiketnya, filmnya juara! ? (with PWK and masjat at @cinema21) [pic] ? https://t.co/zMINE5Hyzc",positive,-7.81327,110.35266
dwex1126,"Swing never never give up! Swing!

#transstudiominijogja #transmart #jogja #like4like #swing @? https://t.co/WuerT9rvgN",neutral,-7.78360721,110.41958314
adidgendud,hand check ah lma ga hand check ? sambil ngasih kode ak udah pulang jogja lhoh ga ad yg ngajakin? https://t.co/PMxVDtWYWx,negative,-7.77848643,110.33801365
valerimagdalena,"You love that dress, but I won't need it? ? Track 5 by @BrunoMars (w/ Jeffry at Kuantan Regency Sorogenen) ? https://t.co/mrmJWDxwgt",negative,-7.8198,110.38519
VionitaaShakty,gamaaaau pulanggf (with Adinda and Riri at Mal Malioboro) ? https://t.co/wblblstBFj,negative,-7.79324,110.3659
VAniarko,"Nglereno pikiran ? (with Hernita, Catur, and Darintia at Simetri Coffee And Roasters) ? https://t.co/B44MHpruIk",neutral,-7.78427,110.37403
prinzprima,"Penuh kejutan.

Inside and outside.

#fastandfurious #cgvblitz #jwalk @ CGV Blitz, J-Walk Mall,? https://t.co/lGSjwAiltQ",negative,-7.77933542,110.41431426
bagas_yoga14,"Kopdar Rangers all variant....
Brotherhood? (at Angkringan Ngarep Pertamina Jl.Mangkubumi) ? https://t.co/qBAC1d0FpF",neutral,-7.78696,110.36677
febri_frdnsyh,rapat takmir ramadhan isro mi'roj https://t.co/nDtoOVfs8C,neutral,-7.7702045,110.3368864
fad_iqbal,"Fyi, padahal itu belakangnya jurang . Kalo jatoh mah wasalam tinggal? https://t.co/FTWnkYhAvT",neutral,-7.81034056,110.40150706
nyunyekrahmawan,At @aniayya ? https://t.co/Wjgyk4UTie,neutral,-7.7876,110.37337
VolcanoSound,Event malam ini bersama https://t.co/M3ai4RFxWk ... soundsystem by VOLCANO production ...  #gmanagement? https://t.co/RKSE5ywvlC,neutral,-7.80412853,110.37879646
VeryWibawa,"Dinner kita,,, endolitaa ??? (with Christina at Bu Bambang Spesial Ikan Surung) ? https://t.co/sTYmeSjjMD",neutral,-7.77928,110.3765
isnaeni_mutiara,"Harus sabar sih, pasti banyak cobaan yang terpenting kita bisa? https://t.co/JtLrtnC9zN",negative,-7.844349,110.405047
ndhwulandari_,"Gangerti artinyaa ya? ? Lungset by Via Vallen (with Fitri, Cila, and Kupe at Hotel Madani Syariah) ? https://t.co/FguEdglJO6",positive,-7.79521,110.38757
EsterDela,"Bahan : Katun Lokal
Home made dan kualitas premium
.
- Bisa sprei /? https://t.co/W5RvFsJ0Lk",positive,-7.80138889,110.36444444
Ariskaws_,"Ngemie dulu, Ngemie-likin kamu seutuhnya nyusul ?? (with Risty, pungky, and Kumala at Bakmi Jawa JOKDENG) ? https://t.co/urQX6FZI4h",neutral,-7.78305,110.38822
EdoFaldin,"EDominic Toretto (with rivanda, Hilda Reviana, and Gandhi at @cinemaxxtheater) [pic] ? https://t.co/TMeb1jme8A",neutral,-7.78424,110.3906
EsterDela,"Bahan : Katun Lokal
Home made dan kualitas premium
.
- Bisa sprei /? https://t.co/BP9GNrnIxP",positive,-7.80138889,110.36444444
inez_aryani,"Sometimes, we have to hide our tears to show people that we're strong. @ Piyungan, Yogyakarta,? https://t.co/vDLH1WWVWP",neutral,-7.83333,110.45
cacanadisa,"With Anjar, Gandes, and 2 others at Expresso Internet Cafe ? https://t.co/a00FzKXikZ",neutral,-7.8105,110.3872
sarye_safha,"Karna perpajakan membuat lelah ? (with Risty, pungky, and Ariska at Bakmi Jawa JOKDENG) ? https://t.co/bDSgICTSk4",negative,-7.78361,110.38838
HestyLiana,Needed vitamin sea ? @ Pantai Baron https://t.co/X7XFK7DzNv,neutral,-7.81034056,110.40150706
EsterDela,"Bahan : Katun Lokal
Home made dan kualitas premium
.
- Bisa sprei /? https://t.co/L13nxhGdV0",positive,-7.80138889,110.36444444
Rikka_Wahyunie,"Bye jogjaaa, terimakasih atas liburan yg sangat menyenangkan dan mengesankan ? (at Yogyakarta) ? https://t.co/2uAwQnJSpJ",negative,-7.80232,110.31431
titoboncel,Udh 3 malam tidur melantai disini tp gak masalah yg penting adek sehat (w/ Tata at RS PKU Muhammadiyah Gamping) ? https://t.co/3sC0EnFV2z,negative,-7.80274,110.31842
AlfianYogieOsd,Lalalalalalalalalalalalalalalalalalalala,neutral,-7.83206,110.40661
rafinmrmdn1,"@AbiyudhaSL_06 ""@AsNTMSeason5: Episode 2 ? Second Runner-up ? Veronika ? #TeamVeronika #TeamIndonesia #AsNTM5 ?? https://t.co/DZtfQAOtD1""",neutral,-7.81120083,110.37688625
faisalrobby,Taichan ? (at Taichan Bagor) [pic] ? https://t.co/IGlKnKF1JX,neutral,-7.76789,110.39707
Rama_Ahenk,Wes Pokoke #OAOE aja yakan? (at @sbuxindonesia) ? https://t.co/N5rLASssLp,neutral,-7.78492,110.40278
alvydevillo,Paris ?? (at Danunegaran Mantrijeron) [pic] ? https://t.co/18LMMAPIVI,neutral,-7.81833,110.37319
alvydevillo,Siji Iki kelambine wis di nggo ke tempat wisata kabeh ?? (with Kamu at Danunegaran Mantrijeron) [pic] ? https://t.co/vjIlbSJGdE,positive,-7.81821,110.3683
alvydevillo,"? ombak Paris
Pantai Parangtritis ???? (with Kamu at Danunegaran Mantrijeron) [pic] ? https://t.co/njSTUqB4oC",neutral,-7.81832,110.37316
humairotuss99,"Aku tak pernah tau hingga kapan usiaku, hingga kapan nafas ini kan? https://t.co/SttBKo6JIK",negative,-7.77144061,110.40996267
Ardi_Berdikari,Yuukk.. kita Berjamaah Hijrahkan transaksi kita ke aplikasi Paytren.? https://t.co/F9mayrlJw0,positive,-7.76062,110.26
felixSIMPLEphe,"insieme, condividere un senso @ Il Tempo Del Gelato https://t.co/gsgsbgnpNp",neutral,-7.81914591,110.3721714
fit027,"Alam memang selalu menyajikan hal yang indah??
?
?
?
#jalanjalan #like4like #likeforlike? https://t.co/ibP40dZC6Z",positive,-7.81187182,110.26528
mirantiandia,wohoooo (at Malioboro) ? https://t.co/FxLXztuupg,neutral,-7.79021,110.36639
DrajatAdy,Perbaikan cairan tubuh ? (with ucik and Tika at Liquid Bar &amp; Kitchen) ? https://t.co/y8my4mUPbW,negative,-7.76718,110.36101
bondanp,Just posted a photo @ Balai RT 08 RW 12 Cokrobedog Sidoarum Godean Sleman https://t.co/4xSlQPC9hz,positive,-7.7792815,110.3261925
emillatifany,"Assalamualaikum...
Restock!!!
? YOVI DRESS
? IDR 125.000
? Recommended bangeeeet

Info and? https://t.co/DnuO1EKfpc",positive,-7.80138889,110.36444444
priyojati,Matur nuwun sudah menemani selama 10 tahun ini ???#sakitygtidakberdarah? (at GOR Ngampilan) [pic] ? https://t.co/0XJ1OzQeQ1,neutral,-7.79991,110.35613
emillatifany,"Assalamualaikum...
Restock!!!
? YOVI DRESS
? IDR 125.000
? Recommended bangeeeet

Info and? https://t.co/EZumlhTORO",positive,-7.80138889,110.36444444
emillatifany,"Assalamualaikum...
Restock!!!
? YOVI DRESS
? IDR 125.000
? Recommended bangeeeet

Info and? https://t.co/9MwlCqc16B",positive,-7.80138889,110.36444444
emillatifany,"Assalamualaikum...
Restock!!!
? YOVI DRESS
? IDR 125.000
? Recommended bangeeeet

Info and? https://t.co/AbmCEYwBkb",positive,-7.80138889,110.36444444
obii_KJ,Ketika mata ngantuk &amp; perut kenyang... ?? (at Malioboro) [pic] ? https://t.co/tYpbx2aHRO,neutral,-7.79375,110.36276
dioxoid,wedangan duls (at Wedangan Blangkon) [pic] ? https://t.co/gXKVdoQFdD,neutral,-7.75632,110.40609
emillatifany,"Assalamualaikum...
Restock!!!
? YOVI DRESS
? IDR 125.000
? Recommended bangeeeet

Info and? https://t.co/XNYuusctix",positive,-7.80138889,110.36444444
ajengnovitaaa,Nonton debat. Pocinan. Ngrasani konco. Nikmat Tuhan mana yg kamu dustakan~ (with Phyta at @angkringanmojok) ? https://t.co/MM005s5yos,positive,-7.73388,110.38883
nyaQ_tanjung,"tegang, sedih, ngakak..
Komplit!

XXI rame bener, kursi penuh sampek? ? The Fate of the Furious (at @cinema21) ? https://t.co/7ueUcmSkuc",negative,-7.72949,110.36309
indhyunita,Mau lulus lagi? @ SMP Negeri 1 Depok https://t.co/TddmrtriqN,neutral,-7.75228,110.3954
kakatikaa21_,@gramediabooks at @jogjacitymall,neutral,-7.734734,110.32596733
emillatifany,"Assalamualaikum...
Restock!!!
? YOVI DRESS
? IDR 125.000
? Recommended bangeeeet

Info and? https://t.co/HzGZVpNKRN",positive,-7.80138889,110.36444444
yuniscafebriaa,"Ngga pernah nntn dari 1 - 7 tapi? ? The Fate of the Furious (w/ Oja Shabrina, Aril Sesa, &amp; Ferlita at @cgvblitz) ? https://t.co/tWitEhBpLy",negative,-7.78231,110.41894
agungen_,"Segelas kopi, lalu mulai cerita kesana kemari ! @ Excelso Malioboro https://t.co/UBjjBEAgXl",neutral,-7.792597,110.36597
eko_rizki,"Suwe ga tau ketemu konco ket cilik, sak TK, SD sak kelas, SMP sak kelas, sak? (w/ Anjar &amp; Eka at @gastia) [pic] ? https://t.co/N0Xy76Hb1q",neutral,-7.80244,110.36709
kakatikaa21_,"@MeilissaSaputri @mawa_rohmah @IztiKurnia @HasnieAmirah @NabilaAF13 ""@AllahGreatQuran I Born as a Muslim.I Stay as a Muslim.I Die as aMuslim",neutral,-7.7538625,110.36452688
wawan_dheby,Mencoba menikmati hidup gak ada salahnya..... (at @spg) ? https://t.co/biONGOL4ql,positive,-7.77366,110.43601
putripwk,Udah lama ngga ngapelin lik Murry ? (at Bakmi Jawa Lik Murry) [pic] ? https://t.co/4GWy5VbgeW,neutral,-7.81181,110.35341
wawan_dheby,Gak ada yang mustahil di dunia ini. Insy Allah pasti bisa. (at @spg) [pic] ? https://t.co/wUQk2nE0zm,positive,-7.77365,110.43603
rezhaerza19,Hei April ? (with Aprilia at Ling-Lung Kopi &amp; Eatery) ? https://t.co/MLGWDcjQPh,neutral,-7.78869,110.36615
Tita_Ferina,"??? (with Ardhea and ? at WARUNG SUSU SEGAR MURNI ""Pak Haryanto"") ? https://t.co/Du1wUtZuui",positive,-7.82401,110.36686
Kiy_Daus,"In The Name of God

#masjid #mosque #moonlight #night #photography #photonesia @ Masjid Kampus UGM https://t.co/w5PJ4RVm5c",neutral,-7.773351,110.380016
utamidsumawati,Terealisasi ? (with Raden Oka and Raden Indra at Tora Tora Japanese Food) ? https://t.co/MmHxaNB2Tc,neutral,-7.75926,110.3949
iifoktriani,Thankyou sayang kirimannya. Enak banget. Pedesnya pas. ??? (with moenaya at Kost Exclusive Mahadewi) [pic] ? https://t.co/BUCGOzAwi9,positive,-7.71674,110.40201
AnditaCintaya,"Kalo duduk di angkringan Yu SAM ga bs selfie sih ?
.... gelap (with Yoga at @coverstory) ? https://t.co/Ml13Vta39R",negative,-7.76039,110.41235
ninoyuono,Macak Kesurupan #dewewani #nontonbalapanmobilrental (at @cgvblitz) [pic] ? https://t.co/4HTy0gWFnj,neutral,-7.78473,110.41602
andipurwant,Fast and furious 8 ?? (at @cinema21) ? https://t.co/kxtWrXqHCG,negative,-7.78319,110.38503
FreditaIstijarN,"Nonton Fast Furious 7
*karena 8 terlalu mainstream (with Savero and ibnu at Sahid J-Walk) ? https://t.co/dp1AQl4Td2",negative,-7.77957,110.41377
VelindaFebriana,Tugas matematika mengenaskan,neutral,-7.7083538,110.7368362
van_rezky,Watching The Fate of the Furious (at @cgvblitz) ? https://t.co/uCfn7fbvhE,negative,-7.78328,110.41458
CreativeJnr,".Studio Photography Service by @CreativeJnr for yearbook ...
.
.
.
.
-Studios photoshoot start? https://t.co/1sm20ObwzR",neutral,-7.80157,110.3723
ArdiZimblink,Assembuhhh ? @ SAPEN-Yogya https://t.co/4emiAqU5EQ,neutral,-7.79451279,110.39611744
PrinceUJiko,? @ Omah Semar Resto - Baciro https://t.co/alkLuBBj0A,neutral,-7.79445401,110.38219876
rundraj,"Persiapankan topeng...
Waspada.....istri jualan online...

#notag (at Bumi Tirtonirmolo) [pic] ? https://t.co/uQuSaaEpvr",neutral,-7.8236,110.34567
hendree,"Their Here.... your new Fresh Foam Crush, never comfort had such style ?

#newbalance? https://t.co/x2N5CwHShS",positive,-7.75605453,110.36150665
garsmedy,Jump man | #wheremyvansgo @ Adisutjipto International Airport https://t.co/SdVOldaiPi,neutral,-7.78805556,110.43166667
endyjulien,At Maliaboro Yogja [pic] ? https://t.co/YuUvhYNwy1,neutral,-7.79007,110.3662
rannyoctaviani,Abis ujian jangan lupa bahagiaaa.... ?? #magistermanagement #angkatanVI @ Sanata Dharma University https://t.co/4h2LkMqhTg,positive,-7.77560278,110.38941944
cuitancik,"Need help to create the caption

#vsco #vscocam #yogyakarta #summer #hair #messihair #instagood? https://t.co/icWqvK55wO",neutral,-7.800436,110.365686
ANYAvoice,Wherever You Will Go by The Calling (at @hartonomall_yk) ? https://t.co/1og4crxZog,positive,-7.76142,110.40189
damairiaaaa,I was out running 4.37 km with #Endomondo #endorphins https://t.co/6Z9CWyUGr4,neutral,-7.770835,110.377302
KristiawanBayu,Watching The Fate of the Furious (at @cgvblitz) ? https://t.co/RIKUMy8l23,negative,-7.75988,110.39907
nurulauliadewi_,? (at Nol Kilometer Yogyakarta) ? https://t.co/GAXsFINHpu,neutral,-7.80165,110.36565
qiyarrl,pulaang (with rafiu at @kai121) ? https://t.co/XDQ9B9gqh4,neutral,-7.78963,110.36332
adityapratama46,"Mbbrrrmmmmm ?????? ? The Fate of the Furious (with Syarief Reza, Mia , and Andre at @cinema21) ? https://t.co/fL6TYIcW4Z",negative,-7.78169,110.40149
EnnysetiyaW,Ritual bawah ringin ? (with Anggraini at @gastia) ? https://t.co/54vmG1gP7k,neutral,-7.72082,110.35985
rahmadhanidella,Semua itu butuh proses. Proses untuk mengenal.. Proses untuk menjalin.. Proses untuk menikmati..? https://t.co/2t9mC1Esgm,neutral,-7.80725,110.38974467
intan69__,Kerja! Yeyyyy ? (at Terrace cafe) ? https://t.co/yTeJnN5p44,neutral,-7.7711,110.40931
ninoyuono,"Delok balapan mobil rental

.
.
.
#dewewani #selo #f8 #car #rentcar #mobil # car @ CGV Blitz,? https://t.co/fthn5VdQwi",neutral,-7.77933542,110.41431426
sn_dyah,At @hartonomall_yk ? https://t.co/qzyq9jdtqH,neutral,-7.75943,110.39912
damarsonn,You have not yet seen before happily ever? ? The Huntsman: Winter's War (w/ Suzan &amp; Doren at Cine de Damarsonn) ? https://t.co/Iabv5hweCL,positive,-7.77777,110.36191
ojanashari,"alhamdulillah, masih bisa ketemu sama mbah.. ronde nya masih tetep sama kayak dulu,? (at Ronde mbah sepuh) [pic] ? https://t.co/DKYgXDMDnD",neutral,-7.80457,110.36095
Zyudhawinata,"??????

-
-
-
?? by panitia Kalibiru
-
-

#kalibiru #wisata #wisatakalibiru #kulonprogo? https://t.co/L3w1fRtWRO",neutral,-7.80830951,110.12943046
frieda_kiswono,"Kipli's new friend ??
.
.
.
#teddybear #teddyhouse_thailand? https://t.co/w0dScA8AxM",neutral,-7.73933305,110.3771779
BVoDesta,Satu Purnama... ???#fullmoon #moonlight @ Yogyakarta https://t.co/IOQjfVqPe5,neutral,-7.80138889,110.36444444
LUNASRVCSDIY,#burjo Dan segelas #susuputihpanas adalah kombinasi yang pas di malam ini... #lunaservices? https://t.co/Zj4uvblhv4,neutral,-7.76214214,110.33645252
juliahildawati,? (at @cinema21) ? https://t.co/1l4Su8rNzm,neutral,-7.78272,110.38567
nadyamelinda_,Nonton debat cagub DKI nya di burjo belakang kampus weh ? (with Latifah at ATK Yogyakarta) [pic] ? https://t.co/bcAGVFh7DT,neutral,-7.83266,110.36166
Sitiulfahfajari,Suruh gendut sama dokter yah ? (with Meriza at Olive Fried Chicken) ? https://t.co/esTXHNzi2W,negative,-7.79582,110.38953
arfenu,".
Suara kereta melengking dari jauh
Menyentak dan membangunkan segala peluh
Lalu kereta pun? https://t.co/cu6YqI5ohz",negative,-7.79073,110.3642
ciciliasiwi,"We look so happy. @ Wisma USD, Penting Sari, Kaliurang https://t.co/vYt1rG1lN5",positive,-7.77570709,110.39613133
faraanugrah,Lensday ? (with LENSA UAD at Moonly Cafe) ? https://t.co/PgSRAJryDU,neutral,-7.81682,110.38557
Nnd_fara,"Bobo.
Besok lanjut lagi. (at Yellow Star Hotel Gejayan) ? https://t.co/YF2QcCC65y",positive,-7.77151,110.38976
emillatifany,"Assalamualaikum...
? PREMIUM SAKURA DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/7gldEu67OD",positive,-7.80138889,110.36444444
emillatifany,"Assalamualaikum...
? PREMIUM SAKURA DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/k2oCK61HEs",positive,-7.80138889,110.36444444
emillatifany,"Assalamualaikum...
? PREMIUM SAKURA DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/Q01MbyvCo6",positive,-7.80138889,110.36444444
emillatifany,"Assalamualaikum...
? PREMIUM SAKURA DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/kw3PM2P6za",positive,-7.80138889,110.36444444
SekarCakrawala,KEREN ? (with Soeman at Cinemaxx Lippo Plaza Jogja) [pic] ? https://t.co/bdVrWX98GV,neutral,-7.78714,110.36407
emillatifany,"Assalamualaikum...
? PREMIUM SAKURA DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/duPCOF033U",positive,-7.80138889,110.36444444
ekanilam_,13.40 ?????? @ Yogyakarta https://t.co/82Rh1Zuww5,neutral,-7.80138889,110.36444444
RosdianaMilla,"Jika Anda membuat seseorang bahagia hari ini, Anda juga membuat dia berbahagia dua puluh tahun? https://t.co/QX9lneigJu",neutral,-7.80157,110.3723
emillatifany,"Assalamualaikum...
? PREMIUM SAKURA DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/tS7Xizf6w5",positive,-7.80138889,110.36444444
yustinarahman,? (with Nenes at Soto Uwuh (Soto Sampah)) ? https://t.co/suCYNZyzET,negative,-7.78158,110.3668
billyrachmansya,???? (with Herliana Sabtari at Il Tempo Del Gelato) ? https://t.co/7Ttko6mFdI,neutral,-7.76027,110.38096
wari_otnatus,Pak arif sudah ngasi sedikit info dengan aploud di IG .kiper pink .pie Ki @PSSleman https://t.co/lU1tcyEghk,negative,-7.7532596,110.3608098
emillatifany,"Assalamualaikum...
? PREMIUM ABSTARCT DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/zYqe8XguXh",positive,-7.80138889,110.36444444
Bintangpuput06,Zzzz (with Bary at Angkringan Sendang) ? https://t.co/bItpD4v82v,neutral,-7.77923,110.34162
emillatifany,"Assalamualaikum...
? PREMIUM ABSTARCT DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/sF6WE4gpTr",positive,-7.80138889,110.36444444
HenaLydia,"Loli: ""Odi, kamu ni gimana sih, salah ngajak orang. Kutu buku diajak? https://t.co/6asGbKCVMu",negative,-7.75,110.49417
Ummysyr,"Barakallah fii umrik yolaaa ??? (with Fya, Utin, and Yola at @mcdonalds_id) [pic] ? https://t.co/p2GT5qV1c0",neutral,-7.76253,110.37979
Thaasyaa,"Permisiii, ada orang di dalam?
Spadaaa,, anybody home??? ???
#lol #when #in #jogja #tamansari? https://t.co/NFRCPjdYkm",negative,-7.81021626,110.35969689
SyithaTha,FF8 (at Premiere XXI Empire) ? https://t.co/RD48BvbjqG,neutral,-7.78319,110.38841
emillatifany,"Assalamualaikum...
? PREMIUM ABSTARCT DRESS
? IDR 140.000
? Recommended bangeeeet

Info and? https://t.co/YQsUBVdWGI",positive,-7.80138889,110.36444444
bangzaky7799,"Video ucapan untuk sahabatku kuntifatikhatul

Banyak ucapan2 dari temen2 berbagai organisasiku? https://t.co/4kxl7iUbCx",neutral,-7.77381,110.39381
tiranovitaaa,"Dobeldet ?? (with Nugraha, achmad, and nanda at Phuket Thai Resto) ? https://t.co/ge9zIYGDE1",neutral,-7.78783,110.3784
emillatifany,"Assalamualaikum...
? PREMIUM ABSTARCT DRESS
? IDR 135.000
? Recommended bangeeeet

Info and? https://t.co/xzlDPq5W84",positive,-7.80138889,110.36444444
Br2ian,"Duh, dideloki mbak dian sastro terus ? (with Akbar, Luciano, and 2 others at @hartonomall_yk) [pic] ? https://t.co/zbOva7Pi6k",neutral,-7.75988,110.39907
anak_alex,At Angkringan Kopi Joss ? https://t.co/kRt2Bp64oe,neutral,-7.78777,110.36659
emillatifany,"Assalamualaikum...
? PREMIUM ABSTARCT DRESS
? IDR 135.000
? Recommended bangeeeet

Info and? https://t.co/NyQBGRN5lv",positive,-7.80138889,110.36444444
asliBagus,Rapatnya pindah.... (with Iyanosaurus at Sakapatat Social House and Resto) ? https://t.co/nXn6I7KmvH,neutral,-7.78304,110.36956
kakatikaa21_,@jogjacitymall w/ bapakehh inyong :v,neutral,-7.7538625,110.36452688
emillatifany,"Assalamualaikum...
? PREMIUM ABSTARCT DRESS
? IDR 135.000
? Recommended bangeeeet

Info and? https://t.co/VRZ5veaDDS",positive,-7.80138889,110.36444444
djamz2,At Kayu Manis Hotel Tentrem ? https://t.co/mmqxvJp24d,positive,-7.77166,110.3671
bebex_rock,"Malioboro yogyakarta ...

#jogjaku #jogjakarta #explorejogja @ Malioboro https://t.co/HCoY4Q7eA7",neutral,-7.80157,110.3723
Anies28998,Kolo2 nugas ? (at @jogjastudent) ? https://t.co/oKx8KNb64Z,neutral,-7.77674,110.38762
arif_tedja,"Loading
.
.
.
#nikon_indomaret2017 #indomaret @ Pasar Legi Kotagede Jokyakarta https://t.co/TOYATKQjwU",neutral,-7.82879188,110.39994392
rachmathjs,"Plakat dan gantungan kunci @ Universitas Gadjah Mada, Yogyakarta https://t.co/WQuLZS1ChO",neutral,-7.77227574,110.38009298
diantindrawan,"Good friendship, good timwork. Yg hampir keceplosan ada.. ???
.
.
#teamwork #networking #events? https://t.co/Dbq9UGQ0u2",positive,-7.78768327,110.36678926
ayuningmustikaa,Kencan ? (with ony at Warung Spesial Sambal Ringroad Concat) ? https://t.co/D8wpuwnuRh,neutral,-7.77842,110.40326
Maarceelino,I'm at Alogo Cafe And Space https://t.co/5AmLqn1pdP,neutral,-7.763112,110.39377
Soekarno_CR7,??? (at Transmart Yogyakarta) ? https://t.co/T4PsAni9Uk,neutral,-7.7823,110.42031
fridamahyoni1,Nemu foto jaman penjajahan ???? @ SPBU Sidorejo https://t.co/JYSXKHa4IP,neutral,-7.759614,110.250807
Fatkhan_W,Yuuuk midnight dulu ? ? The Fate of the Furious (with Nita and Nabella at @cinemaxxtheater) ? https://t.co/H0Do5svdtJ,negative,-7.78408,110.3906
rerapoetri,blm bisa move on dari tempat ini @ Sewu Watu - Seribu Batu https://t.co/JBonjIcPNT,neutral,-7.8,110.367
devandraas_,"?? (with Raihan, Difasefiras, and hajid at @ayameskom) ? https://t.co/E7Hap474Rh",neutral,-7.69649,110.41778
dinar_khk,Off day~ geje (at @misterburger_id) [pic] ? https://t.co/87rFrO5vIV,negative,-7.76434,110.36149
diahanstw,ngapain? (with ? at @ugmyogyakarta) ? https://t.co/7Dm1vUE8BQ,neutral,-7.77026,110.37711
Habeeeb_Quds,"Jalani!
Nikmati! @ Ponpes Al Luqmaniyyah ,Bababaran Jogja https://t.co/cvMWmOfdJL",neutral,-7.81324248,110.38888921
Kelvinhhutomi,"regrann from @barenpoerba  -  - Kost Jamming -
Edisi kali ini gue terinspirasi postingan ig? https://t.co/95l1Dyu2hN",neutral,-7.80138889,110.36444444
johandafitra,Gowes gowes :) @ JOGJA 0 KM https://t.co/KwxucIIRTa,positive,-7.80101646,110.36484561
Adlee_omar,Habang nak tumpang lalu kit ?? @ Candi Ratu Boko https://t.co/jMW7Tp6gll,neutral,-7.77001,110.4889
bayu8k,Nonton balapan mobil pas tu purius (at @cinema21) ? https://t.co/11W1PZYzqG,neutral,-7.77853,110.40223
BagasWisnuW,"Icik icik icik icik ? (at Warung Burjo ""Waruga"") ? https://t.co/PuopS1o6lp",neutral,-7.78291,110.37946
christinavr,"Welcome home Cha ??? (with Yosua, Christin Rosa, and 5 others at @parsleybakery) ? https://t.co/yv2aLpG4lq",positive,-7.76814,110.40983
LitaGaluhPutri,"""Permisi, Pak maaf bisa foto disini?""
""Bisa mbak tapi jangan masuk ya""
""Oh iya pak makasih""? https://t.co/i0e0BXUsfx",negative,-7.738535,110.358018
sofibrado_,Tumben ngopi . (with R at Kopi Keliling (Koling)) ? https://t.co/XZcxxn23OM,neutral,-7.78309,110.36692
herlinLN,Diet? (at martabak 100+ Rasa) ? https://t.co/QoojV8Vweo,neutral,-7.82631,110.39006
caesareen,"I'm at Sate Kambing Pak Jogo in Banguntapan, Yogyakarta https://t.co/iMOOJmA4DW",neutral,-7.79833978,110.40238471
andreaswahyu,Semoga info ini dapat membantu sesama qt yg membutuhkan guy ? @? https://t.co/7AMgtFP2e7,positive,-7.80138889,110.36444444
akibriz,At @bentocafejogja [pic] ? https://t.co/J17RJICcNE,neutral,-7.77847,110.3998
caesareen,At Sate Kambing Pak Jogo ? https://t.co/OWOIKlEShI,neutral,-7.78482,110.41032
OliKobok,Ramai ramai malioboro.. @ Malioboro https://t.co/iDSZOm1wYx,neutral,-7.80157,110.3723
xAdiraHKsvarax,Sedang menonton konser.... (with Ekklesia and Swastika at Stage Tejakusuma FBS UNY (C. 18.101)) ? https://t.co/TMrtpNMD6u,positive,-7.77221,110.3844
wiw_2429,"@bayu_joo yadah ni w tanya, kapan lila kambek?",neutral,-7.77156706,110.38951201
wiw_2429,"@bayu_joo yadah ni w tanya, kapan lila kambek?",neutral,-7.77156706,110.38951201
sandy_setiabdi,Fast and Furious 8? (at @cinema21) [pic] ? https://t.co/lbCTJkTsrj,negative,-7.7836,110.38668
kopi_gemati,Mitra Kopi #mitrakopi #kopi #bantul #jogja https://t.co/vGaSD16thk,neutral,-7.8352529,110.3777642
KautsarUcar,Gasss ?? ? The Fate of the Furious (at @cinema21) ? https://t.co/tQEG4nkd7h,negative,-7.78144,110.40144
victoranindia,GOOD LIFE ? The Fate of the Furious (with Gracia and ?? at @cinema21) ? https://t.co/YCSNGKGhym,positive,-7.75345,110.36065
